,Run,antibody_used,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_Line,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,treatment,geo_id,chip_antibody,differentiation_time_point,msc_donor,donor_id,passage,Biomaterial_provider,disease_state,tissue,Antibody,Condition,replicate,antibody,controls,selected,is_sample,peak_width,has_disease
165,SRR9018153,,ChIP-Seq,74,1005364434,PRJNA541273,SAMN11581310,455475327,,,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5796289,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752874,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),AD,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,1.0
166,SRR9018210,,ChIP-Seq,74,1554962430,PRJNA541273,SAMN11581236,686539137,,,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5796346,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752931,Frozen postmortem brain tissue,SRP195558,,GSE153875,input,,,,,CNDR brain bank (Penn),Young,Lateral temporal lobe,,,,input,"['SRR9018210', 'SRR9018218']",1,False,,0.0
167,SRR9018218,,ChIP-Seq,74,1756425866,PRJNA541273,SAMN11581265,773267085,,,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5796354,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752939,Frozen postmortem brain tissue,SRP195558,,GSE153875,input,,,,,CNDR brain bank (Penn),AD,Lateral temporal lobe,,,,input,"['SRR9018210', 'SRR9018218']",1,False,,1.0
168,SRR10735581,,ChIP-Seq,76,3267237340,PRJNA596503,SAMN13625033,1261232033,K562 cells,,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7411418,GSM4224976,Illumina HiSeq 2500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-21T00:00:00Z,GSM4224976,K562 cells,SRP238109,,GSE142307,,,,,,,,,H3K4me2,Control shRNA,,H3K4me2,"['SRR10735586', 'SRR10735587']",1,True,narrow,
169,SRR10735582,,ChIP-Seq,76,3746878204,PRJNA596503,SAMN13625032,1435838760,K562 cells,,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7411419,GSM4224977,Illumina HiSeq 2500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-21T00:00:00Z,GSM4224977,K562 cells,SRP238109,,GSE142307,,,,,,,,,H3K4me3,Control shRNA,,H3K4me3,"['SRR10735586', 'SRR10735587']",1,True,narrow,
170,SRR10735584,,ChIP-Seq,76,3656447020,PRJNA596503,SAMN13625029,1407078556,K562 cells,,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7411421,GSM4224979,Illumina HiSeq 2500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-21T00:00:00Z,GSM4224979,K562 cells,SRP238109,,GSE142307,,,,,,,,,H3K4me2,Stau2 shRNA,,H3K4me2,"['SRR10735586', 'SRR10735587']",1,True,narrow,
171,SRR10735585,,ChIP-Seq,76,3446513056,PRJNA596503,SAMN13625027,1314146394,K562 cells,,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX7411422,GSM4224980,Illumina HiSeq 2500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-21T00:00:00Z,GSM4224980,K562 cells,SRP238109,,GSE142307,,,,,,,,,H3K4me3,Stau2 shRNA,,H3K4me3,"['SRR10735586', 'SRR10735587']",1,True,narrow,
172,SRR10735586,,ChIP-Seq,76,2384706720,PRJNA596503,SAMN13625026,924657784,K562 cells,,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7411423,GSM4224981,Illumina HiSeq 2500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-21T00:00:00Z,GSM4224981,K562 cells,SRP238109,,GSE142307,,,,,,,,,input,Control shRNA,,input,"['SRR10735586', 'SRR10735587']",1,False,,
173,SRR10735587,,ChIP-Seq,76,2484689052,PRJNA596503,SAMN13625025,969078883,K562 cells,,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7411424,GSM4224982,Illumina HiSeq 2500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-21T00:00:00Z,GSM4224982,K562 cells,SRP238109,,GSE142307,,,,,,,,,input,Stau2 shRNA,,input,"['SRR10735586', 'SRR10735587']",1,False,,
174,SRR8531015,,ChIP-Seq,51,2133915888,PRJNA521022,SAMN10873631,975957226,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5334336,GSM3591584,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591584,hSMCs_Input,SRP183729,,GSE126099,None,,,,Pool of samples,,,,,,None,input,['SRR8531015'],1,False,,
175,SRR8531016,,ChIP-Seq,51,1240933122,PRJNA521022,SAMN10873630,582090164,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5334337,GSM3591585,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591585,hSMCs_P5 Ctrl K27ac,SRP183729,,GSE126099,"H3K27ac (Abcam\, Ab4729)",,,,5,,,,,,1,H3K27ac,[],1,True,narrow,
176,SRR8531017,,ChIP-Seq,51,2117445897,PRJNA521022,SAMN10873628,1030447001,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5334338,GSM3591586,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591586,hSMCs_P5 Ctrl K4me1,SRP183729,,GSE126099,"H3K4me1 (Abcam\, Ab8895)",,,,5,,,,,,1,H3K4me1,[],1,True,broad,
177,SRR8531018,,ChIP-Seq,51,1349269974,PRJNA521022,SAMN10873627,631301369,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5334339,GSM3591587,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591587,hSMCs_P5 Ctrl K27ac,SRP183729,,GSE126099,"H3K27ac (Abcam\, Ab4729)",,,,5,,,,,,2,H3K27ac,[],1,True,narrow,
178,SRR8531019,,ChIP-Seq,51,2297821677,PRJNA521022,SAMN10873626,1111169691,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5334340,GSM3591588,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591588,hSMCs_P5 Ctrl K4me1,SRP183729,,GSE126099,"H3K4me1 (Abcam\, Ab8895)",,,,5,,,,,,2,H3K4me1,[],1,True,broad,
179,SRR8531020,,ChIP-Seq,51,1251170709,PRJNA521022,SAMN10873625,581769315,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5334341,GSM3591589,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591589,hSMCs_P5 Palm K27ac,SRP183729,,GSE126099,"H3K27ac (Abcam\, Ab4729)",,,,5,,,,,,1,H3K27ac,[],1,True,narrow,
180,SRR8531021,,ChIP-Seq,51,2080225281,PRJNA521022,SAMN10873624,1018020396,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5334342,GSM3591590,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591590,hSMCs_P5 Palm K4me1,SRP183729,,GSE126099,"H3K4me1 (Abcam\, Ab8895)",,,,5,,,,,,1,H3K4me1,[],1,True,broad,
181,SRR8531022,,ChIP-Seq,51,1275158355,PRJNA521022,SAMN10873623,594524225,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5334343,GSM3591591,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591591,hSMCs_P5 Palm K27ac,SRP183729,,GSE126099,"H3K27ac (Abcam\, Ab4729)",,,,5,,,,,,2,H3K27ac,[],1,True,narrow,
182,SRR8531023,,ChIP-Seq,51,2108262888,PRJNA521022,SAMN10873622,1025671022,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5334344,GSM3591592,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591592,hSMCs_P5 Palm K4me1,SRP183729,,GSE126099,"H3K4me1 (Abcam\, Ab8895)",,,,5,,,,,,2,H3K4me1,[],1,True,broad,
183,SRR8531024,,ChIP-Seq,51,1425872841,PRJNA521022,SAMN10873667,667036664,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5334345,GSM3591593,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591593,hSMCs_P5 TNFa K27ac,SRP183729,,GSE126099,"H3K27ac (Abcam\, Ab4729)",,,,5,,,,,,1,H3K27ac,[],1,True,narrow,
184,SRR8531025,,ChIP-Seq,51,1929636357,PRJNA521022,SAMN10873666,950529824,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5334346,GSM3591594,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591594,hSMCs_P5 TNFa K4me1,SRP183729,,GSE126099,"H3K4me1 (Abcam\, Ab8895)",,,,5,,,,,,1,H3K4me1,[],1,True,broad,
185,SRR8531026,,ChIP-Seq,51,1380886863,PRJNA521022,SAMN10873665,645290888,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5334347,GSM3591595,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591595,hSMCs_P5 TNFa K27ac,SRP183729,,GSE126099,"H3K27ac (Abcam\, Ab4729)",,,,5,,,,,,2,H3K27ac,[],1,True,narrow,
186,SRR8531027,,ChIP-Seq,51,2021250666,PRJNA521022,SAMN10873664,975587257,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5334348,GSM3591596,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591596,hSMCs_P5 TNFa K4me1,SRP183729,,GSE126099,"H3K4me1 (Abcam\, Ab8895)",,,,5,,,,,,2,H3K4me1,[],1,True,broad,
187,SRR8531028,,ChIP-Seq,51,1790001162,PRJNA521022,SAMN10873663,888690632,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5334349,GSM3591597,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591597,hSMCs_P6 Ctrl K27ac,SRP183729,,GSE126099,"H3K27ac (Abcam\, Ab4729)",,,,6,,,,,,1,H3K27ac,[],1,True,narrow,
188,SRR8531029,,ChIP-Seq,51,1935280680,PRJNA521022,SAMN10873662,927821273,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5334350,GSM3591598,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591598,hSMCs_P6 Ctrl K4me1,SRP183729,,GSE126099,"H3K4me1 (Abcam\, Ab8895)",,,,6,,,,,,1,H3K4me1,[],1,True,broad,
189,SRR8531030,,ChIP-Seq,51,1601446359,PRJNA521022,SAMN10873661,796254074,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5334351,GSM3591599,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591599,hSMCs_P6 Ctrl K27ac,SRP183729,,GSE126099,"H3K27ac (Abcam\, Ab4729)",,,,6,,,,,,2,H3K27ac,[],1,True,narrow,
190,SRR8531031,,ChIP-Seq,51,1727963793,PRJNA521022,SAMN10873660,844815839,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5334352,GSM3591600,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591600,hSMCs_P6 Ctrl K4me1,SRP183729,,GSE126099,"H3K4me1 (Abcam\, Ab8895)",,,,6,,,,,,2,H3K4me1,[],1,True,broad,
191,SRR8531032,,ChIP-Seq,51,1707970569,PRJNA521022,SAMN10873659,847803647,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5334353,GSM3591601,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591601,hSMCs_P6 Palm K27ac,SRP183729,,GSE126099,"H3K27ac (Abcam\, Ab4729)",,,,6,,,,,,1,H3K27ac,[],1,True,narrow,
192,SRR8531033,,ChIP-Seq,51,1909694286,PRJNA521022,SAMN10873658,917386467,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5334354,GSM3591602,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591602,hSMCs_P6 Palm K4me1,SRP183729,,GSE126099,"H3K4me1 (Abcam\, Ab8895)",,,,6,,,,,,1,H3K4me1,[],1,True,broad,
193,SRR8531034,,ChIP-Seq,51,1622423271,PRJNA521022,SAMN10873657,805082684,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5334355,GSM3591603,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591603,hSMCs_P6 Palm K27ac,SRP183729,,GSE126099,"H3K27ac (Abcam\, Ab4729)",,,,6,,,,,,2,H3K27ac,[],1,True,narrow,
194,SRR8531035,,ChIP-Seq,51,1979771193,PRJNA521022,SAMN10873656,950075562,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5334356,GSM3591604,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591604,hSMCs_P6 Palm K4me1,SRP183729,,GSE126099,"H3K4me1 (Abcam\, Ab8895)",,,,6,,,,,,2,H3K4me1,[],1,True,broad,
195,SRR8531036,,ChIP-Seq,51,1600772037,PRJNA521022,SAMN10873655,794956791,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5334357,GSM3591605,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591605,hSMCs_P6 TNFa K27ac,SRP183729,,GSE126099,"H3K27ac (Abcam\, Ab4729)",,,,6,,,,,,1,H3K27ac,[],1,True,narrow,
196,SRR8531037,,ChIP-Seq,51,1983435288,PRJNA521022,SAMN10873654,955071355,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5334358,GSM3591606,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591606,hSMCs_P6 TNFa K4me1,SRP183729,,GSE126099,"H3K4me1 (Abcam\, Ab8895)",,,,6,,,,,,1,H3K4me1,[],1,True,broad,
197,SRR8531038,,ChIP-Seq,51,1643278089,PRJNA521022,SAMN10873653,815746280,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5334359,GSM3591607,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591607,hSMCs_P6 TNFa K27ac,SRP183729,,GSE126099,"H3K27ac (Abcam\, Ab4729)",,,,6,,,,,,2,H3K27ac,[],1,True,narrow,
198,SRR8531039,,ChIP-Seq,51,2590992066,PRJNA521022,SAMN10873652,1221917018,,Primary Human Skeletal Muscle cells (hSMCs),GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5334360,GSM3591608,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-03-27T00:00:00Z,GSM3591608,hSMCs_P6 TNFa K4me1,SRP183729,,GSE126099,"H3K4me1 (Abcam\, Ab8895)",,,,6,,,,,,2,H3K4me1,[],1,True,broad,
199,SRR8358369,,ChIP-Seq,50,1782252500,PRJNA510930,SAMN10619036,1000401035,,human HSPC-derived early erythroid progenitors,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5169130,GSM3523232,Illumina MiSeq,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-14T00:00:00Z,GSM3523232,erythroid progenitors (E-Prog),SRP174011,,GSE124163,,,,,,,,Human umbilical cord blood,"H3K4me3 (ab8580\, Abcam)",,,H3K4me3,['SRR8358375'],1,True,narrow,
200,SRR8358370,,ChIP-Seq,50,1736219250,PRJNA510930,SAMN10619035,922253498,,human HSPC-derived early erythroid progenitors,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5169131,GSM3523233,Illumina MiSeq,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-14T00:00:00Z,GSM3523233,erythroid progenitors (E-Prog),SRP174011,,GSE124163,,,,,,,,Human umbilical cord blood,"H3K4me1 (ab8895\, Abcam)",,,H3K4me1,['SRR8358375'],1,True,broad,
201,SRR8358371,,ChIP-Seq,50,1570973800,PRJNA510930,SAMN10619034,687316083,,human HSPC-derived early erythroid progenitors,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5169132,GSM3523234,Illumina MiSeq,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-14T00:00:00Z,GSM3523234,erythroid progenitors (E-Prog),SRP174011,,GSE124163,,,,,,,,Human umbilical cord blood,"H3K27ac (ab4729\, Abcam)",,,H3K27ac,['SRR8358375'],1,True,narrow,
202,SRR8358372,,ChIP-Seq,49,1394609681,PRJNA510930,SAMN10619033,554855296,,human HSPC-derived early erythroid progenitors,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5169133,GSM3523235,Illumina MiSeq,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-14T00:00:00Z,GSM3523235,erythroid progenitors (E-Prog),SRP174011,,GSE124163,,,,,,,,Human umbilical cord blood,"H3K27me3 (07-449\, Millipore)",,,H3K27me3,['SRR8358375'],1,True,broad,
203,SRR8358375,,ChIP-Seq,50,1490640850,PRJNA510930,SAMN10619029,741734545,,human HSPC-derived early erythroid progenitors,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5169136,GSM3523238,Illumina MiSeq,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-14T00:00:00Z,GSM3523238,erythroid progenitors (E-Prog),SRP174011,,GSE124163,,,,,,,,Human umbilical cord blood,none (non-immunoprecipitated chromatin fragments),,,input,['SRR8358375'],1,False,,
204,SRR8710381,,ChIP-Seq,36,1244468664,PRJNA526535,SAMN11101976,799291589,,,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5504786,GSM3665546,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-23T00:00:00Z,GSM3665546,Retinal Pigmented Epithelial Cells,SRP188135,none,GSE128142,,,,,,,,Retinal Pigmented Epithelial Cells,none,,,input,"['SRR8710381', 'SRR8710389']",1,False,,
205,SRR8710382,,ChIP-Seq,36,593921304,PRJNA526535,SAMN11101991,329707464,,,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5504787,GSM3665547,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-23T00:00:00Z,GSM3665547,Retinal Pigmented Epithelial Cells,SRP188135,none,GSE128142,,,,,,,,Retinal Pigmented Epithelial Cells,"H3K27ac (39133\, Active Motif)",,,H3K27ac,"['SRR8710381', 'SRR8710389']",1,True,narrow,
206,SRR8710383,,ChIP-Seq,36,839002608,PRJNA526535,SAMN11101990,423494950,,,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5504788,GSM3665548,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-23T00:00:00Z,GSM3665548,Retinal Pigmented Epithelial Cells,SRP188135,none,GSE128142,,,,,,,,Retinal Pigmented Epithelial Cells,"H3K4me1 (ab8895\, Abcam)",,,H3K4me1,"['SRR8710381', 'SRR8710389']",1,True,broad,
207,SRR8710384,,ChIP-Seq,36,1507939596,PRJNA526535,SAMN11101989,925794397,,,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5504789,GSM3665549,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-23T00:00:00Z,GSM3665549,Retinal Pigmented Epithelial Cells,SRP188135,none,GSE128142,,,,,,,,Retinal Pigmented Epithelial Cells,"H3K4me3 (39159\, Active Motif)",,,H3K4me3,"['SRR8710381', 'SRR8710389']",1,True,narrow,
208,SRR8710385,,ChIP-Seq,36,1218609900,PRJNA526535,SAMN11101988,851183939,,,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5504790,GSM3665550,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-23T00:00:00Z,GSM3665550,Retinal Pigmented Epithelial Cells,SRP188135,TNF-alpha + TGF-beta,GSE128142,,,,,,,,Retinal Pigmented Epithelial Cells,none,,,input,"['SRR8710385', 'SRR8710391']",1,False,,
209,SRR8710386,,ChIP-Seq,36,647362512,PRJNA526535,SAMN11101987,341355111,,,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5504791,GSM3665551,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-23T00:00:00Z,GSM3665551,Retinal Pigmented Epithelial Cells,SRP188135,TNF-alpha + TGF-beta,GSE128142,,,,,,,,Retinal Pigmented Epithelial Cells,"H3K27ac (39133\, Active Motif)",,,H3K27ac,"['SRR8710385', 'SRR8710391']",1,True,narrow,
210,SRR8710387,,ChIP-Seq,36,1428906780,PRJNA526535,SAMN11101986,948151008,,,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5504792,GSM3665552,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-23T00:00:00Z,GSM3665552,Retinal Pigmented Epithelial Cells,SRP188135,TNF-alpha + TGF-beta,GSE128142,,,,,,,,Retinal Pigmented Epithelial Cells,"H3K4me1 (ab8895\, Abcam)",,,H3K4me1,"['SRR8710385', 'SRR8710391']",1,True,broad,
211,SRR8710388,,ChIP-Seq,36,1436501160,PRJNA526535,SAMN11101985,951812416,,,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5504793,GSM3665553,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-23T00:00:00Z,GSM3665553,Retinal Pigmented Epithelial Cells,SRP188135,TNF-alpha + TGF-beta,GSE128142,,,,,,,,Retinal Pigmented Epithelial Cells,"H3K4me3 (39159\, Active Motif)",,,H3K4me3,"['SRR8710385', 'SRR8710391']",1,True,narrow,
212,SRR8710389,,ChIP-Seq,36,1200616884,PRJNA526535,SAMN11101984,780764610,,,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5504794,GSM3665554,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-23T00:00:00Z,GSM3665554,Retinal Pigmented Epithelial Cells,SRP188135,none,GSE128142,,,,,,,,Retinal Pigmented Epithelial Cells,none,,,input,"['SRR8710381', 'SRR8710389']",1,False,,
213,SRR8710390,,ChIP-Seq,40,1309352440,PRJNA526535,SAMN11101983,743463632,,,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5504795,GSM3665555,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-04-23T00:00:00Z,GSM3665555,Retinal Pigmented Epithelial Cells,SRP188135,none,GSE128142,,,,,,,,Retinal Pigmented Epithelial Cells,"H3K27ac (39133\, Active Motif)",,,H3K27ac,"['SRR8710381', 'SRR8710389']",1,True,narrow,
